,Accessibility_Support,CreationDate,EditDate,GlobalID,Instructions,OBJECTID,Outside_FID,Same_Day_Results,State,Wheelchair_Accessible,agency,agencytype,agencyurl,appt_only,bulk_upload,call_first,comments,county,data_source,drive_through,end_date,facility_type,facilityid,filter,fine_print,fulladdr,health_dept_url,minimum_age_vaccine,municipality,name,numvehicles,offers_vaccine,operhours,phone,public_form,red_flag,referral_required,services_offered_onsite,start_date,status,take_home_test,test_processing,testcapacity,type_of_test,vaccine_url,vehicle_required,virtual_screening,vol_note
2723,Unknown,2021-01-23T18:00:56.178Z,2021-01-23T20:12:58.270Z,b26828ce-2e59-4ec7-9a8e-92499cb3ad0a,"To learn more and for resources available to patients outside of the Kaiser network, visit <a href=""https://healthy.kaiserpermanente.org/southern-california/health-wellness/coronavirus-information/covid-vaccine"" target=""_blank"">kp.org/covidvaccine</a>  or call the COVID-19 vaccine hotline at 1-855-550-0951 (TTY 711).",51380.0,,,OR,NA,Kaiser Permanente & Oregon Convention Center,Private,https://www.oregoncc.org/en/venue-2020-coronavirus-covid-19-faq,Yes,,,"OCC has partnered with Kaiser Permanente to offer appointment only COVID-19 vaccinations to those who are eligible as vaccine supply allows.

Kaiser patients can take a vaccine e-visit and make an appointment <a href=""https://healthy.kaiserpermanente.org/evisits"" target=""_blank"">here</a>.",Multnomah,,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"777 NE Martin Luther King Jr Blvd, Portland, OR 97232",https://govstatus.egov.com/OR-OHA-COVID-19,,Portland,Portland Convention Center Vaccination Site,,Yes,,1-833-574-2273,no,no,No,none,2021-01-20T08:00:00Z,Open,No,,,,https://www.oregoncc.org/en/venue-2020-coronavirus-covid-19-faq,No,No,
2724,,2021-01-23T21:10:18.774Z,2021-01-23T21:10:18.774Z,4e51aa51-74af-4f80-b99b-2d349ed691a3,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51381.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,No,1970-01-01T00:00:00Z,Mobile,,,no,"1150 W. 10 Street, Corona, CA 92882",https://www.rivcoph.org/COVID-19-Vaccine,,Corona,Corona High School,,Yes,8:30 AM - 4:30 PM (by appointment only),,no,no,No,none,2021-01-22T00:00:00Z,Open,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,No,No,
2725,,2021-01-23T21:10:19.215Z,2021-01-23T21:10:19.215Z,99957ea5-b1ad-4778-96a0-f4c2643bb582,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51382.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,No,1970-01-01T00:00:00Z,Mobile,,,no,"26001 Briggs Road, Menifee, CA 92585",https://www.rivcoph.org/COVID-19-Vaccine,,Menifee,Heritage High School,,Yes,8:30 AM - 4:30 PM (by appointment only),,no,no,No,none,2021-01-22T00:00:00Z,Open,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,No,No,
2726,,2021-01-23T21:10:19.495Z,2021-01-23T21:10:19.495Z,efbba1c3-983c-4645-b3e2-76ef390d1db4,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51383.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,No,1970-01-01T00:00:00Z,Mobile,,,no,"46350 Arabia Street, Indio, CA 92504",https://www.rivcoph.org/COVID-19-Vaccine,,Indio,Indio Fairgrounds – Fullenwider Auditorium,,Yes,8:30 AM - 4:30 PM (by appointment only),,no,no,No,none,2021-01-22T00:00:00Z,Open,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,No,No,
2727,,2021-01-23T21:10:19.761Z,2021-01-23T21:10:19.761Z,d4f7cbfd-b345-40fb-bda8-332f9accb33b,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51384.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,No,1970-01-01T00:00:00Z,Mobile,,,no,"1591 Cherry Ave., Beaumont, CA 92223",https://www.rivcoph.org/COVID-19-Vaccine,,Beaumont,San Gorgonio Middle School,,Yes,8:30 AM - 4:30 PM (by appointment only),,no,no,No,none,2021-01-22T00:00:00Z,Open,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,No,No,
2728,,2021-01-23T21:10:19.965Z,2021-01-23T21:10:19.965Z,221c0b75-1bcc-4a30-ac34-73e4284f95f2,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51385.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,Yes,2021-01-23T00:00:00Z,Mobile,,,no,"500 Diamond Dr., Lake Elsinore, CA 92530",https://www.rivcoph.org/COVID-19-Vaccine,,Lake Elsinore,Lake Elsinore Storm Stadium – Drive Thru Clinic,,Yes,January 22-23 - 8:30 am – 4:00 pm (by appointment only),,no,no,No,none,2021-01-22T00:00:00Z,Open,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,Yes,No,
2729,,2021-01-23T21:10:20.236Z,2021-01-26T07:30:51.256Z,7a8125f4-b307-4cb9-ba09-9ab73d0c5af1,"Visit <a href=""https://www.rivcoph.org/COVID-19-Vaccine"" target=""_blank"">https://www.rivcoph.org/COVID-19-Vaccine</a> to learn more about eligibility and register for an appointment.",51386.0,,No,CA,,Riverside County Public Health,County,Riverside County Public Health,Yes,1,No,,Riverside,https://www.rivcoph.org/COVID-19-Vaccine,Yes,2021-01-25T00:00:00Z,Mobile,,,no,"18700 Lake Perris Dr., Perris, CA 92571",https://www.rivcoph.org/COVID-19-Vaccine,,Perris,Perris Fair Grounds - Drive Thru Clinic,,Yes,January 24-25 - 8:30 am – 4:00 pm (by appointment only),,no,no,No,none,2021-01-24T00:00:00Z,Closed,No,na,,none,https://www.rivcoph.org/COVID-19-Vaccine,Yes,No,
2730,Unknown,2021-01-23T22:46:49.237Z,2021-01-23T23:01:19.013Z,8dc95393-e218-4637-bd1b-c28798b5468f,"Please visit <a href=""https://www.ccbh.net/covid-19-phase-1b-provider-list/"" target=""_blank"">https://www.ccbh.net/covid-19-phase-1b-provider-list/</a> to learn more about COVID-19 eligibility and appointment scheduling.",51387.0,,,OH,Unknown,Cleveland Department of Public Health,Municipal,https://www.clevelandhealth.org/,Yes,1,,,Cuyahoga,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,1970-01-01T00:00:00Z,Public Health Department,,,no,4242 Lorain Ave,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,Cleveland,Cleveland Department of Public Health,,Yes,by appointment only,216-664-2300,no,no,No,none,1970-01-01T00:00:00Z,Open,,,,,https://www.clevelandhealth.org/,,,
2731,Unknown,2021-01-23T22:46:49.573Z,2021-01-23T23:01:19.013Z,889d7e5a-ec84-4ccd-b76a-ae630d7048dd,"Please visit <a href=""https://www.ccbh.net/covid-19-phase-1b-provider-list/"" target=""_blank"">https://www.ccbh.net/covid-19-phase-1b-provider-list/</a> to learn more about COVID-19 eligibility and appointment scheduling.",51388.0,,,OH,Unknown,DISCOUNT DRUG MART INC,Private,https://discount-drugmart.com,Yes,1,,,Cuyahoga,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,1970-01-01T00:00:00Z,Retail,,,no,5500 WALLINGS RD,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,NORTH ROYALTON,DISCOUNT DRUG MART INC,,Yes,by appointment only,440.230.9100,no,no,No,none,1970-01-01T00:00:00Z,Open,,,,,https://discount-drugmart.com,,,
2732,Unknown,2021-01-23T22:46:49.776Z,2021-01-23T23:01:19.013Z,91d27b3f-d076-4205-8c15-b6282830daf7,"Please visit <a href=""https://www.ccbh.net/covid-19-phase-1b-provider-list/"" target=""_blank"">https://www.ccbh.net/covid-19-phase-1b-provider-list/</a> to learn more about COVID-19 eligibility and appointment scheduling.",51389.0,,,OH,Unknown,Lake Health,Private,https://lakehealth.org/vaccine/,Yes,1,,,Cuyahoga,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,1970-01-01T00:00:00Z,Medical Center,,,no,25501 Chagrin Blvd,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,Beachwood,Lake Health - Beachwood Medical Center,,Yes,by appointment only,440.375.8595,no,no,No,none,1970-01-01T00:00:00Z,Open,,,,,https://lakehealth.org/vaccine/,,,
2733,Unknown,2021-01-23T22:46:49.968Z,2021-01-23T23:01:19.013Z,19c573ac-2232-410c-bd47-3a57bf8da94f,"Please visit <a href=""https://www.ccbh.net/covid-19-phase-1b-provider-list/"" target=""_blank"">https://www.ccbh.net/covid-19-phase-1b-provider-list/</a> to learn more about COVID-19 eligibility and appointment scheduling.",51390.0,,,OH,Unknown,Signature Health Inc. ,Private,https://www.signaturehealthinc.org/locations/maple-heights/,Yes,1,,,Cuyahoga,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,1970-01-01T00:00:00Z,Clinic,,,no,21100 Southgate Park Blvd,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,Maple Heights,Signature Health Inc. Maple Heights,,Yes,by appointment only,216.663.6100,no,no,No,none,1970-01-01T00:00:00Z,Open,,,,,https://www.signaturehealthinc.org/locations/maple-heights/,,,
2734,Unknown,2021-01-23T22:46:50.237Z,2021-01-23T23:01:19.013Z,7c352466-8aa8-430e-b151-327b0f11d3c7,"Please visit <a href=""https://www.ccbh.net/covid-19-phase-1b-provider-list/"" target=""_blank"">https://www.ccbh.net/covid-19-phase-1b-provider-list/</a> to learn more about COVID-19 eligibility and appointment scheduling.",51391.0,,,OH,Unknown,University Hospitals,School,Uhhospitals.org/vaccine,Yes,1,,,Cuyahoga,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,1970-01-01T00:00:00Z,Medical Center,,,no,7007 Powers Blvd,https://www.ccbh.net/covid-19-phase-1b-provider-list/,,Parma,University Hospitals - Parma Medical Center,,Yes,by appointment only,216.765.8995,no,no,No,none,1970-01-01T00:00:00Z,Open,,,,,Uhhospitals.org/vaccine,,,
2735,Unknown,2021-01-24T16:13:23.945Z,2021-01-24T16:13:23.945Z,64a67f23-6d89-41ea-b844-724509a0bdfc,"The site at University Mall will vaccinate about 1,600 people each day. Vaccines will be available to frontline workers and older adults over the age of 65. Appointments are required.

The site will be open from 8 a.m. to 4 p.m., seven days a week.

University Mall is located at 2200 E. Fowler Avenue in Tampa. To make an appointment call 1-866-200-3896.",51401.0,,,FL,Unknown,Florida Department of Emergency Management,Municipal,,Yes,,,,Hillsborough,https://www.wfla.com/top-stories/new-covid-19-vaccination-site-opens-at-university-mall/,Yes,1970-01-01T00:00:00Z,Outdoor,,,no,"2200 E Fowler Ave, Tampa, FL, 33612, USA",https://floridahealthcovid19.gov/,,Tampa,University Mall COVID-19 Vaccination Site,,Yes,8 a.m. to 4 p.m. daily,1-866-200-3896,no,no,No,none,2021-01-21T05:00:00Z,Open,No,,,,http://hillsborough.floridahealth.gov/,Yes,,
2736,Unknown,2021-01-24T19:41:20.426Z,2021-01-24T19:41:20.426Z,e1196d34-9c4c-4961-9507-95f08eed94f4,"Eligible individuals will need to register at <a href=""https://www.co.fresno.ca.us/departments/public-health/covid-19/covid-19-vaccines"" target=""_blank"">https://www.co.fresno.ca.us/departments/public-health/covid-19/covid-19-vaccines</a>  for the date and time that they would like to receive the vaccine.",51404.0,,,CA,Unknown,Fresno County,County,https://www.co.fresno.ca.us/departments/public-health/covid-19/covid-19-vaccines,Yes,,No,Please visit the website to find out about vaccination eligibility and appointment scheduling.,Fresno,https://www.co.fresno.ca.us/departments/public-health/covid-19/covid-19-vaccines,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"1121 S Chance Ave, Fresno, CA 93702",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx,,Fresno,Fresno Fairgrounds Vaccination Site,,Yes,by appointment only,(559) 600-3200,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.co.fresno.ca.us/departments/public-health/covid-19/covid-19-vaccines,No,No,
2737,Unknown,2021-01-24T21:12:35.731Z,2021-01-24T21:13:02.795Z,402adb61-b18b-45b6-90b6-e8e1baa28fef,"To learn more about COVID-19 vaccination eligibility and schedule an appointment at this or other locations in Santa Clara County, visit <a href=""https://www.sccgov.org/sites/covid19/pages/covid19-vaccine-information-for-public.aspx"" target=""_blank"">sccfreevax.org</a>.",51408.0,,,CA,Unknown,County of Santa Clara & City of Mountain View,County,https://www.sccgov.org/sites/covid19/pages/covid19-vaccine-information-for-public.aspx,Yes,,No,"Appointment-only vaccination site operated by the County will provide up to 1,000 vaccine doses per weekday. This site is for individuals who are now eligible for vaccination and whose primary care provider is not with Kaiser, PAMF, or Stanford.",Santa Clara,https://www.sccgov.org/sites/covid19/Pages/press-release-01-22-2021-new-mass-vaccination-site-at-Mountain-View-Community-Center.aspx,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"201 S. Rengstorff Ave., Mountain View, CA",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx,,Mountain View,Mountain View Community Center Vaccination Site,,Yes,"8:30 a.m.-5 p.m., Monday-Friday (by appointment only)",,no,no,No,none,2021-01-22T08:00:00Z,Open,No,,1000,,http://www.sccfreevax.org/,No,,
2738,Unknown,2021-01-24T21:17:06.437Z,2021-01-24T21:29:23.327Z,6d7f67df-ffce-4810-b9ac-6623281383a8,"To learn more about COVID-19 vaccination eligibility and schedule an appointment at this or other locations in Santa Clara County, visit <a href=""https://www.sccgov.org/sites/covid19/pages/covid19-vaccine-information-for-public.aspx"" target=""_blank"">sccfreevax.org</a>.",51409.0,,No,CA,Unknown,County of Santa Clara & City of Mountain View,FQHC,https://www.scvmc.org/clinics-and-locations/Gilroy/Pages/overview.aspx,Yes,,No,"This site is for individuals whose primary care provider is not with Kaiser, PAMF, or Stanford.",Santa Clara,https://myhealthonline.sccgov.org/mychartprd/openscheduling,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,7475 Camino Arroyo 1st Floor Gilroy CA 95020,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx,,Gilroy,Valley Health Center Gilroy,,Yes,by appointment only,1-888-334-1000,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,http://www.sccfreevax.org/,No,,
2739,Unknown,2021-01-24T21:27:07.472Z,2021-01-24T21:28:38.518Z,6dc5565b-5537-4d38-b476-18ddf8e4276c,"To learn more about COVID-19 vaccination eligibility and schedule an appointment at this or other locations in Santa Clara County, visit <a href=""https://www.sccgov.org/sites/covid19/pages/covid19-vaccine-information-for-public.aspx"" target=""_blank"">sccfreevax.org</a>.",51411.0,,No,CA,Unknown,County of Santa Clara & City of Mountain View,FQHC,https://www.scvmc.org/clinics-and-locations/Tully/Pages/overview.aspx,Yes,,No,"This site is for individuals whose primary care provider is not with Kaiser, PAMF, or Stanford.",Santa Clara,https://myhealthonline.sccgov.org/mychartprd/openscheduling,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,500 Tully Rd San Jose CA 95111,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx,,Gilroy,Valley Health Center Tully,,Yes,By appointment only,1-888-334-1000,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,http://www.sccfreevax.org/,No,,
2740,Unknown,2021-01-24T21:36:55.048Z,2021-01-24T21:37:17.389Z,f5c77d2f-1000-47d0-a15b-b1d0c1e52449,"Sign up for eligibility notifications at <a href=""https://sf.gov/get-notified-when-youre-eligible-covid-19-vaccine"" target=""_blank"">https://sf.gov/get-notified-when-youre-eligible-covid-19-vaccine</a>.",51412.0,,,CA,Unknown,"City of San Francisco, UCSF",Municipal,https://sf.gov/covid-19-vaccine-san-francisco,Yes,,No,Appointments are required and will remain limited in the short-term due to extremely constrained and unpredictable vaccine supply coming to San Francisco.,San Francisco,https://sfmayor.org/article/san-francisco-launches-first-high-volume-covid-19-vaccination-site,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"50 Frida Kahlo Way San Francisco, CA 94112",https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/ncov2019.aspx,,San Francisco,Mass Vaccination Site at City College of San Francisco’s Ocean Avenue Campus,,Yes,by appointment only,,no,no,No,none,2021-01-22T08:00:00Z,Open,No,,3000,,https://sf.gov/covid-19-vaccine-san-francisco,No,,
2741,Unknown,2021-01-24T22:47:36.713Z,2021-01-24T22:47:36.713Z,9e3b8e90-d5ae-4825-a9ab-bdff18b13d8c,"Schedule an appointment <a href=""https://www.covidvaccineseattle.org/"" target=""_blank"">here</a>.",51419.0,,,WA,Unknown,Swedish,Private,https://www.covidvaccineseattle.org/,Yes,,No,"Learn more about vaccination eligibility phases <a href=""https://form.findyourphasewa.org/210118771253954"" target=""_blank"">here</a>.",King,https://www.kuow.org/stories/seattle-mass-vaccination-site,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"901 12th Ave, Seattle, WA 98122",https://www.doh.wa.gov/Emergencies/Coronavirus,,Seattle,Mass Vaccination Site at the Campion Ballroom at Seattle University,,Yes,,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.covidvaccineseattle.org/,No,No,
2742,Unknown,2021-01-24T22:54:38.489Z,2021-01-25T07:44:44.477Z,ad1585fd-3d2e-43a8-9e46-84f4e8a478a7,,51420.0,,,WA,Unknown,Virginia Mason and Amazon,Private,https://www.virginiamason.org/vaccinewaitlist,Yes,,No,Eligible Washingtonians can join the waitlist at virginiamason.org. The state allows people aged 65 or older and people aged 50 or older in multigenerational households to receive the vaccine now.,King,https://www.seattletimes.com/seattle-news/amazon-aims-to-vaccinate-2000-seattleites-on-sunday/,No,2021-01-24T08:00:00Z,Mobile,,,no,"2031 7th Ave, Seattle, WA 98121",https://www.doh.wa.gov/Emergencies/Coronavirus,,Seattle,Popup Vaccine Clinic at Amazon Meeting Center,,Yes,"by appointment only on Sunday, January 24",,no,no,No,none,2021-01-24T08:00:00Z,Closed,No,,,,https://www.virginiamason.org/vaccinewaitlist,No,,
2743,Unknown,2021-01-24T23:01:09.444Z,2021-01-24T23:02:50.596Z,ce72e7e1-1a50-40cf-91d2-795f93149c02,"Please visit <a href=""https://brhd.org/covid-19-vaccine-information/"" target=""_blank"">https://brhd.org/covid-19-vaccine-information/</a> to learn more about eligibility and to sign up for an appointment.",51421.0,,,UT,Unknown,Bear River Health Department,Regional,https://brhd.org/,Yes,,,,Cache,https://brhd.org/covid-19-vaccine-information/,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"490 S 500 W, Logan, UT",https://coronavirus.utah.gov/vaccine-distribution/#lhd,,Logan,Cache County Events Center,,Yes,by appointment only,1-800-456-7707,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://brhd.org/covid-19-vaccine-information/,No,,
2744,Unknown,2021-01-24T23:04:24.822Z,2021-01-24T23:05:16.008Z,4514cb93-ab4e-42e2-9b07-48cf8c614376,"Please visit <a href=""https://brhd.org/covid-19-vaccine-information/"" target=""_blank"">https://brhd.org/covid-19-vaccine-information/</a> to learn more about eligibility and to sign up for an appointment.",51422.0,,,UT,Unknown,Bear River Health Department,Regional,https://brhd.org/,Yes,,,,Box Elder,https://brhd.org/covid-19-vaccine-information/,No,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"817 W 950 S, Brigham, UT",https://coronavirus.utah.gov/,,Brigham,BRHD Brigham,,Yes,by appointment only,1-800-456-7707,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://brhd.org/covid-19-vaccine-information/,No,,
2745,Unknown,2021-01-24T23:21:47.239Z,2021-01-24T23:21:47.239Z,ee4c0e25-c390-42fb-9cb1-47a5d6658693,"Visit <a href=""https://www.daviscountyutah.gov/health/covid-19/vaccine"" target=""_blank"">https://www.daviscountyutah.gov/health/covid-19/vaccine</a> to learn more about eligibility and to schedule an appointment.",51423.0,,,UT,Unknown,Davis County Health Department,County,https://www.daviscountyutah.gov/health/covid-19/vaccine,Yes,,,"Appointments are available through the end of February. We are using both the Pfizer and Moderna vaccines.

Eligible residents may call 801-525-4900 for help scheduling an appointment.",Davis,https://www.daviscountyutah.gov/health/covid-19/vaccine,Yes,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"969 West Clark Lane, Farmington, UT",https://coronavirus.utah.gov/,,Farmington,Legacy Events Center,,Yes,Tuesday - Saturday by appointment only,801-525-4900,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.daviscountyutah.gov/health/covid-19/vaccine,Yes,,
2746,Unknown,2021-01-24T23:53:34.161Z,2021-01-24T23:53:34.161Z,7981faf0-f0b9-49ca-b15c-5f19c14cd2a8,"Please visit <a href=""https://www.seuhealth.com/vaccine-scheduling"" target=""_blank"">https://www.seuhealth.com/vaccine-scheduling</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51424.0,,,UT,Unknown,Southeast Utah Health Department,Regional,https://www.seuhealth.com/covid-vaccine,Yes,,No,,Carbon,https://www.seuhealth.com/vaccine-scheduling,,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"28 South 100 East, Price, UT",https://coronavirus.utah.gov/vaccine-distribution/#lhd,,Price,Carbon County Vaccination Site,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.seuhealth.com/vaccine-scheduling,,,
2747,Unknown,2021-01-24T23:55:01.362Z,2021-01-24T23:55:07.186Z,bb8e16af-f61b-405d-b363-6ea13ea9ba5a,"Please visit <a href=""https://www.seuhealth.com/vaccine-scheduling"" target=""_blank"">https://www.seuhealth.com/vaccine-scheduling</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51425.0,,,UT,Unknown,Southeast Utah Health Department,Regional,https://www.seuhealth.com/covid-vaccine,Yes,,No,,Emery,https://www.seuhealth.com/vaccine-scheduling,,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"25 West Main St. Castle Dale, Utah",https://coronavirus.utah.gov/,,Castle Dale,Emery County Vaccination Site,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.seuhealth.com/vaccine-scheduling,,,
2748,Unknown,2021-01-24T23:56:43.129Z,2021-01-24T23:56:48.748Z,0040efaa-9bbb-4fd2-8bfd-2d436286e2a4,"Please visit <a href=""https://www.seuhealth.com/vaccine-scheduling"" target=""_blank"">https://www.seuhealth.com/vaccine-scheduling</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51426.0,,,UT,Unknown,Southeast Utah Health Department,Regional,https://www.seuhealth.com/covid-vaccine,Yes,,No,,Grand,https://www.seuhealth.com/vaccine-scheduling,,1970-01-01T00:00:00Z,Non-medical Facility,,,no,"575 South Kane Creek Blvd., Moab, Utah",https://coronavirus.utah.gov/,,Moab,Grand County Vaccination Site,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://www.seuhealth.com/vaccine-scheduling,,,
2749,Unknown,2021-01-25T00:01:37.343Z,2021-01-25T00:01:37.343Z,fa925ee3-aaad-4e28-8970-e86d1317b15c,"Please visit <a href=""https://swuhealth.org/covid-vaccine/"" target=""_blank"">https://swuhealth.org/covid-vaccine/</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51427.0,,,UT,Unknown,Southwest Utah Public Health Department,Regional,https://swuhealth.org/,Yes,,No,,Washington,https://swuhealth.org/covid-vaccine/,,1970-01-01T00:00:00Z,Public Health Department,,,no,"620 S 400 E, St. George, UT 84770",https://coronavirus.utah.gov/,,Saint George,Southwest Utah Public Health Department,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://swuhealth.org/covid-vaccine/,,,
2750,Unknown,2021-01-25T00:04:22.862Z,2021-01-25T00:04:28.848Z,9544d745-0b60-4d6b-b14f-280ecf5ed028,"Please visit <a href=""https://swuhealth.org/covid-vaccine/"" target=""_blank"">https://swuhealth.org/covid-vaccine/</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51428.0,,,UT,Unknown,Southwest Utah Public Health Department,Regional,https://swuhealth.org/,Yes,,No,,Iron,https://swuhealth.org/covid-vaccine/,,1970-01-01T00:00:00Z,Public Health Department,,,no,"260 DL Sargent Dr, Cedar City, UT 84721",https://coronavirus.utah.gov/vaccine-distribution/#lhd,,Cedar City,Southwest Utah Public Health Department,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://swuhealth.org/covid-vaccine/,,,
2751,Unknown,2021-01-25T00:06:07.264Z,2021-01-25T00:07:34.453Z,00a90e47-fff5-41d3-8c75-cf50f103a454,"Please visit <a href=""https://swuhealth.org/covid-vaccine/"" target=""_blank"">https://swuhealth.org/covid-vaccine/</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51429.0,,,UT,Unknown,Southwest Utah Public Health Department,Regional,https://swuhealth.org/,Yes,,No,,Kane,https://swuhealth.org/covid-vaccine/,,1970-01-01T00:00:00Z,Public Health Department,,,no,"445 N Main St, Kanab, UT 84741",https://coronavirus.utah.gov/,,Kanab,Southwest Utah Public Health Department,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://swuhealth.org/covid-vaccine/,,,
2752,Unknown,2021-01-25T00:09:30.709Z,2021-01-25T00:09:34.991Z,df5cf361-559b-4117-8d89-70474408afcc,"Please visit <a href=""https://swuhealth.org/covid-vaccine/"" target=""_blank"">https://swuhealth.org/covid-vaccine/</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51430.0,,,UT,Unknown,Southwest Utah Public Health Department,Regional,https://swuhealth.org/,Yes,,No,,Beaver,https://swuhealth.org/covid-vaccine/,,1970-01-01T00:00:00Z,Public Health Department,,,no,"75 W 1175 N, Beaver, UT 84713",https://coronavirus.utah.gov/,,Beaver,Southwest Utah Public Health Department,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://swuhealth.org/covid-vaccine/,,,
2753,Unknown,2021-01-25T00:11:16.780Z,2021-01-25T00:11:22.515Z,35999efc-a052-49f9-845d-16f98af11dcc,"Please visit <a href=""https://swuhealth.org/covid-vaccine/"" target=""_blank"">https://swuhealth.org/covid-vaccine/</a> to learn more about COVID-19 vaccination eligibility and how to schedule an appointment.",51431.0,,,UT,Unknown,Southwest Utah Public Health Department,Regional,https://swuhealth.org/,Yes,,No,,Garfield,https://swuhealth.org/covid-vaccine/,,1970-01-01T00:00:00Z,Public Health Department,,,no,"601 Center St, Panguitch, UT 84759",https://coronavirus.utah.gov/,,Panguitch,Southwest Utah Public Health Department,,Yes,by appointment only,,no,no,No,none,1970-01-01T00:00:00Z,Open,No,,,,https://swuhealth.org/covid-vaccine/,,,
